,Player,Pos,Year,Tm
6,Travis Kelce,TE,2018,KAN
1,Derek Carr,QB,2018,LVR
2,Doug Martin,RB,2018,LVR
3,Amari Cooper,WR,2018,LVR
4,Jordy Nelson,WR,2018,LVR
5,Seth Roberts,WR,2018,LVR
6,Jared Cook,TE,2018,LVR
1,Philip Rivers,QB,2018,LAC
2,Melvin Gordon,RB,2018,LAC
3,Keenan Allen,WR,2018,LAC
4,Tyrell Williams,WR,2018,LAC
5,Sean Culkin,TE,2018,LAC
6,Virgil Green,TE,2018,LAC
1,Jared Goff,QB,2018,LAR
2,Todd Gurley,RB,2018,LAR
3,Brandin Cooks,WR,2018,LAR
4,Cooper Kupp,WR,2018,LAR
5,Robert Woods,WR,2018,LAR
6,Tyler Higbee,TE,2018,LAR
1,Ryan Tannehill,QB,2018,MIA
2,Frank Gore,RB,2018,MIA
3,Danny Amendola,WR,2018,MIA
4,DeVante Parker,WR,2018,MIA
5,Kenny Stills,WR,2018,MIA
6,Nick OLeary,TE,2018,MIA
1,Kirk Cousins,QB,2018,MIN
2,Dalvin Cook,RB,2018,MIN
3,Stefon Diggs,WR,2018,MIN
4,Adam Thielen,WR,2018,MIN
5,Laquon Treadwell,WR,2018,MIN
6,Kyle Rudolph,TE,2018,MIN
1,Tom Brady,QB,2018,NWE
2,Sony Michel,RB,2018,NWE
3,James Develin,FB,2018,NWE
4,Julian Edelman,WR,2018,NWE
5,Josh Gordon,WR,2018,NWE
6,Rob Gronkowski,TE,2018,NWE
1,Drew Brees,QB,2018,NOR
2,Alvin Kamara,RB,2018,NOR
3,Zach Line,RB,2018,NOR
4,TreQuan Smith,WR,2018,NOR
5,Michael Thomas,WR,2018,NOR
6,Josh Hill,TE,2018,NOR
1,Eli Manning,QB,2018,NYG
2,Saquon Barkley,RB,2018,NYG
3,Odell Beckham ,WR,2018,NYG
4,Sterling Shepard,WR,2018,NYG
5,Rhett Ellison,TE,2018,NYG
6,Evan Engram,TE,2018,NYG
1,Sam Darnold,QB,2018,NYJ
2,Bilal Powell,RB,2018,NYJ
3,Chosen Anderson,WR,2018,NYJ
4,Quincy Enunwa,WR,2018,NYJ
5,Chris Herndon,TE,2018,NYJ
6,Eric Tomlinson,TE,2018,NYJ
1,Carson Wentz,QB,2018,PHI
2,Wendell Smallwood,RB,2018,PHI
3,Nelson Agholor,WR,2018,PHI
4,Alshon Jeffery,WR,2018,PHI
5,Zach Ertz,TE,2018,PHI
6,Dallas Goedert,TE,2018,PHI
1,Ben Roethlisberger,QB,2018,PIT
2,James Conner,RB,2018,PIT
3,Antonio Brown,WR,2018,PIT
4,JuJu SmithSchuster,WR,2018,PIT
5,Jesse James,TE,2018,PIT
6,Vance McDonald,TE,2018,PIT
1,Nick Mullens,QB,2018,SFO
2,Matt Breida,RB,2018,SFO
3,Kyle Juszczyk,FB,2018,SFO
4,Pierre Garcon,WR,2018,SFO
5,Marquise Goodwin,WR,2018,SFO
6,George Kittle,TE,2018,SFO
1,Russell Wilson,QB,2018,SEA
2,Chris Carson,RB,2018,SEA
3,Doug Baldwin,WR,2018,SEA
4,Tyler Lockett,WR,2018,SEA
5,David Moore,WR,2018,SEA
6,Nick Vannett,TE,2018,SEA
1,Jameis Winston,QB,2018,TAM
2,Peyton Barber,RB,2018,TAM
3,Mike Evans,WR,2018,TAM
4,Adam Humphries,WR,2018,TAM
5,DeSean Jackson,WR,2018,TAM
6,OJ Howard,TE,2018,TAM
1,Marcus Mariota,QB,2018,TEN
2,Derrick Henry,RB,2018,TEN
3,Corey Davis,WR,2018,TEN
4,Tajae Sharpe,WR,2018,TEN
5,Jonnu Smith,TE,2018,TEN
6,Luke Stocker,TE,2018,TEN
1,Alex Smith,QB,2018,WAS
2,Adrian Peterson,RB,2018,WAS
3,Jamison Crowder,WR,2018,WAS
4,Josh Doctson,WR,2018,WAS
5,Maurice Harris,WR,2018,WAS
6,Jordan Reed,TE,2018,WAS
1,Kyler Murray,QB,2019,ARI
2,Kenyan Drake,RB,2019,ARI
3,Larry Fitzgerald,WR,2019,ARI
4,Christian Kirk,WR,2019,ARI
5,Charles Clay,TE,2019,ARI
6,Maxx Williams,TE,2019,ARI
1,Matt Ryan,QB,2019,ATL
2,Devonta Freeman,RB,2019,ATL
3,Julio Jones,WR,2019,ATL
4,Calvin Ridley,WR,2019,ATL
5,Austin Hooper,TE,2019,ATL
6,Luke Stocker,TE,2019,ATL
1,Lamar Jackson,QB,2019,BAL
2,Mark Ingram,RB,2019,BAL
3,Patrick Ricard,FB,2019,BAL
4,Miles Boykin,WR,2019,BAL
5,Willie Snead,WR,2019,BAL
6,Nick Boyle,TE,2019,BAL
1,Josh Allen,QB,2019,BUF
2,Devin Singletary,RB,2019,BUF
3,Cole Beasley,WR,2019,BUF
4,John Brown,WR,2019,BUF
5,Isaiah McKenzie,WR,2019,BUF
6,Dawson Knox,TE,2019,BUF
1,Kyle Allen,QB,2019,CAR
2,Christian McCaffrey,RB,2019,CAR
3,DJ Moore,WR,2019,CAR
4,Curtis Samuel,WR,2019,CAR
5,Jarius Wright,WR,2019,CAR
6,Greg Olsen,TE,2019,CAR
1,Mitchell Trubisky,QB,2019,CHI
2,Tarik Cohen,RB,2019,CHI
3,Taylor Gabriel,WR,2019,CHI
4,Anthony Miller,WR,2019,CHI
5,Allen Robinson,WR,2019,CHI
6,JP Holtz,TE,2019,CHI
1,Andy Dalton,QB,2019,CIN
2,Joe Mixon,RB,2019,CIN
3,Tyler Boyd,WR,2019,CIN
4,John Ross,WR,2019,CIN
5,Auden Tate,WR,2019,CIN
6,CJ Uzomah,TE,2019,CIN
1,Baker Mayfield,QB,2019,CLE
2,Nick Chubb,RB,2019,CLE
3,Odell Beckham ,WR,2019,CLE
4,Jarvis Landry,WR,2019,CLE
5,Pharaoh Brown,TE,2019,CLE
6,Demetrius Harris,TE,2019,CLE
1,Dak Prescott,QB,2019,DAL
2,Ezekiel Elliott,RB,2019,DAL
3,Amari Cooper,WR,2019,DAL
4,Michael Gallup,WR,2019,DAL
5,Blake Jarwin,TE,2019,DAL
6,Jason Witten,TE,2019,DAL
1,Joe Flacco,QB,2019,DEN
2,Phillip Lindsay,RB,2019,DEN
3,Emmanuel Sanders,WR,2019,DEN
4,Courtland Sutton,WR,2019,DEN
5,Noah Fant,TE,2019,DEN
6,Jeff Heuerman,TE,2019,DEN
1,Matthew Stafford,QB,2019,DET
2,Kerryon Johnson,RB,2019,DET
3,Danny Amendola,WR,2019,DET
4,Kenny Golladay,WR,2019,DET
5,Marvin Jones,WR,2019,DET
6,Jesse James,TE,2019,DET
1,Aaron Rodgers,QB,2019,GNB
2,Aaron Jones,RB,2019,GNB
3,Davante Adams,WR,2019,GNB
4,Marquez ValdesScantling,WR,2019,GNB
5,Jimmy Graham,TE,2019,GNB
6,Marcedes Lewis,TE,2019,GNB
1,Jacoby Brissett,QB,2019,IND
2,Marlon Mack,RB,2019,IND
3,TY Hilton,WR,2019,IND
4,Marcus Johnson,WR,2019,IND
5,Zach Pascal,WR,2019,IND
6,Jack Doyle,TE,2019,IND
1,Gardner Minshew II,QB,2019,JAX
2,Leonard Fournette,RB,2019,JAX
3,DJ Chark,WR,2019,JAX
4,Chris Conley,WR,2019,JAX
5,Dede Westbrook,WR,2019,JAX
6,James OShaughnessy,TE,2019,JAX
1,Patrick Mahomes,QB,2019,KAN
2,LeSean McCoy,RB,2019,KAN
3,Tyreek Hill,WR,2019,KAN
4,Sammy Watkins,WR,2019,KAN
5,Blake Bell,TE,2019,KAN
6,Travis Kelce,TE,2019,KAN
1,Derek Carr,QB,2019,LVR
2,Josh Jacobs,RB,2019,LVR
3,Zay Jones,WR,2019,LVR
4,Tyrell Williams,WR,2019,LVR
5,Foster Moreau,TE,2019,LVR
6,Darren Waller,TE,2019,LVR
1,Philip Rivers,QB,2019,LAC
2,Melvin Gordon,RB,2019,LAC
3,Keenan Allen,WR,2019,LAC
4,Andre Patton,WR,2019,LAC
5,Mike Williams,WR,2019,LAC
6,Hunter Henry,TE,2019,LAC
1,Jared Goff,QB,2019,LAR
2,Todd Gurley,RB,2019,LAR
3,Brandin Cooks,WR,2019,LAR
4,Cooper Kupp,WR,2019,LAR
5,Robert Woods,WR,2019,LAR
6,Tyler Higbee,TE,2019,LAR
1,Ryan Fitzpatrick,QB,2019,MIA
2,Kalen Ballage,RB,2019,MIA
3,Allen Hurns,WR,2019,MIA
4,DeVante Parker,WR,2019,MIA
5,Preston Williams,WR,2019,MIA
6,Durham Smythe,TE,2019,MIA
1,Kirk Cousins,QB,2019,MIN
2,Dalvin Cook,RB,2019,MIN
3,CJ Ham,FB,2019,MIN
4,Stefon Diggs,WR,2019,MIN
5,Adam Thielen,WR,2019,MIN
6,Kyle Rudolph,TE,2019,MIN
1,Tom Brady,QB,2019,NWE
2,Sony Michel,RB,2019,NWE
3,Jakob Johnson,FB,2019,NWE
4,Julian Edelman,WR,2019,NWE
5,Josh Gordon,WR,2019,NWE
6,Matt LaCosse,TE,2019,NWE
1,Drew Brees,QB,2019,NOR
2,Alvin Kamara,RB,2019,NOR
3,Ted Ginn ,WR,2019,NOR
4,TreQuan Smith,WR,2019,NOR
5,Michael Thomas,WR,2019,NOR
6,Josh Hill,TE,2019,NOR
1,Daniel Jones,QB,2019,NYG
2,Saquon Barkley,RB,2019,NYG
3,Sterling Shepard,WR,2019,NYG
4,Darius Slayton,WR,2019,NYG
5,Golden Tate,WR,2019,NYG
6,Evan Engram,TE,2019,NYG
1,Sam Darnold,QB,2019,NYJ
2,LeVeon Bell,RB,2019,NYJ
3,Chosen Anderson,WR,2019,NYJ
4,Jamison Crowder,WR,2019,NYJ
5,Demaryius Thomas,WR,2019,NYJ
6,Ryan Griffin,TE,2019,NYJ
1,Carson Wentz,QB,2019,PHI
2,Miles Sanders,RB,2019,PHI
3,Nelson Agholor,WR,2019,PHI
4,Alshon Jeffery,WR,2019,PHI
5,Zach Ertz,TE,2019,PHI
6,Dallas Goedert,TE,2019,PHI
1,Mason Rudolph,QB,2019,PIT
2,James Conner,RB,2019,PIT
3,Diontae Johnson,WR,2019,PIT
4,JuJu SmithSchuster,WR,2019,PIT
5,James Washington,WR,2019,PIT
6,Vance McDonald,TE,2019,PIT
1,Jimmy Garoppolo,QB,2019,SFO
2,Tevin Coleman,RB,2019,SFO
3,Kyle Juszczyk,FB,2019,SFO
4,Deebo Samuel,WR,2019,SFO
5,Emmanuel Sanders,WR,2019,SFO
6,George Kittle,TE,2019,SFO
1,Russell Wilson,QB,2019,SEA
2,Chris Carson,RB,2019,SEA
3,Jaron Brown,WR,2019,SEA
4,Tyler Lockett,WR,2019,SEA
5,DK Metcalf,WR,2019,SEA
6,Will Dissly,TE,2019,SEA
1,Jameis Winston,QB,2019,TAM
2,Ronald Jones II,RB,2019,TAM
3,Mike Evans,WR,2019,TAM
4,Chris Godwin,WR,2019,TAM
5,Cameron Brate,TE,2019,TAM
6,OJ Howard,TE,2019,TAM
1,Ryan Tannehill,QB,2019,TEN
2,Derrick Henry ,RB,2019,TEN
3,AJ Brown,WR,2019,TEN
4,Tajae Sharpe,WR,2019,TEN
5,Corey Davis,TE,2019,TEN
6,MyCole Pruitt,TE,2019,TEN
7,Jonnu Smith,TE,2019,TEN
1,Case Keenum,QB,2019,WAS
2,Adrian Peterson,RB,2019,WAS
3,Kelvin Harmon,WR,2019,WAS
4,Terry McLaurin,WR,2019,WAS
5,Paul Richardson,WR,2019,WAS
6,Jeremy Sprinkle,TE,2019,WAS
1,Kyler Murray,QB,2020,ARI
2,Kenyan Drake,RB,2020,ARI
3,Larry Fitzgerald,WR,2020,ARI
4,DeAndre Hopkins,WR,2020,ARI
5,Christian Kirk,WR,2020,ARI
6,Maxx Williams,TE,2020,ARI
1,Matt Ryan,QB,2020,ATL
2,Todd Gurley,RB,2020,ATL
3,Keith Smith,FB,2020,ATL
4,Julio Jones,WR,2020,ATL
5,Calvin Ridley,WR,2020,ATL
6,Luke Stocker,TE,2020,ATL
1,Lamar Jackson,QB,2020,BAL
2,Mark Ingram,RB,2020,BAL
3,Patrick Ricard,FB,2020,BAL
4,Miles Boykin,WR,2020,BAL
5,Marquise Brown,WR,2020,BAL
6,Nick Boyle,TE,2020,BAL
1,Josh Allen,QB,2020,BUF
2,Devin Singletary,RB,2020,BUF
3,John Brown,WR,2020,BUF
4,Gabriel Davis,WR,2020,BUF
5,Stefon Diggs,WR,2020,BUF
6,Dawson Knox,TE,2020,BUF
1,Teddy Bridgewater,QB,2020,CAR
2,Mike Davis,RB,2020,CAR
3,Chosen Anderson,WR,2020,CAR
4,DJ Moore,WR,2020,CAR
5,Curtis Samuel,WR,2020,CAR
6,Chris Manhertz,TE,2020,CAR
1,Mitchell Trubisky,QB,2020,CHI
2,David Montgomery,RB,2020,CHI
3,Anthony Miller,WR,2020,CHI
4,Allen Robinson,WR,2020,CHI
5,Jimmy Graham,TE,2020,CHI
6,Cole Kmet,TE,2020,CHI
1,Joe Burrow,QB,2020,CIN
2,Giovani Bernard,RB,2020,CIN
3,AJ Green,WR,2020,CIN
4,Tee Higgins,WR,2020,CIN
5,Cethan Carter,TE,2020,CIN
6,Drew Sample,TE,2020,CIN
1,Baker Mayfield,QB,2020,CLE
2,Nick Chubb,RB,2020,CLE
3,Odell Beckham ,WR,2020,CLE
4,Jarvis Landry,WR,2020,CLE
5,Harrison Bryant,TE,2020,CLE
6,Austin Hooper,TE,2020,CLE
1,Andy Dalton,QB,2020,DAL
2,Ezekiel Elliott,RB,2020,DAL
3,Amari Cooper,WR,2020,DAL
4,Michael Gallup,WR,2020,DAL
5,CeeDee Lamb,WR,2020,DAL
6,Dalton Schultz,TE,2020,DAL
1,Drew Lock,QB,2020,DEN
2,Melvin Gordon,RB,2020,DEN
3,Jerry Jeudy,WR,2020,DEN
4,Tim Patrick,WR,2020,DEN
5,Noah Fant,TE,2020,DEN
6,Nick Vannett,TE,2020,DEN
1,Matthew Stafford,QB,2020,DET
2,Adrian Peterson,RB,2020,DET
3,Kenny Golladay,WR,2020,DET
4,Marvin Jones,WR,2020,DET
5,TJ Hockenson,TE,2020,DET
6,Jesse James,TE,2020,DET
1,Aaron Rodgers,QB,2020,GNB
2,Aaron Jones,RB,2020,GNB
3,Davante Adams,WR,2020,GNB
4,Marquez ValdesScantling,WR,2020,GNB
5,Marcedes Lewis,TE,2020,GNB
6,Robert Tonyan,TE,2020,GNB
1,Philip Rivers,QB,2020,IND
2,Jonathan Taylor,RB,2020,IND
3,TY Hilton,WR,2020,IND
4,Zach Pascal,WR,2020,IND
5,Michael Pittman ,WR,2020,IND
6,Jack Doyle,TE,2020,IND
1,Gardner Minshew II,QB,2020,JAX
2,James Robinson,RB,2020,JAX
3,Bruce Miller,FB,2020,JAX
4,DJ Chark,WR,2020,JAX
5,Laviska Shenault ,WR,2020,JAX
6,James OShaughnessy,TE,2020,JAX
1,Patrick Mahomes,QB,2020,KAN
2,Clyde EdwardsHelaire,RB,2020,KAN
3,Tyreek Hill,WR,2020,KAN
4,Demarcus Robinson,WR,2020,KAN
5,Sammy Watkins,WR,2020,KAN
6,Travis Kelce,TE,2020,KAN
1,Derek Carr,QB,2020,LVR
2,Josh Jacobs,RB,2020,LVR
3,Nelson Agholor,WR,2020,LVR
4,Henry Ruggs III,WR,2020,LVR
5,Darren Waller,TE,2020,LVR
6,Jason Witten,TE,2020,LVR
1,Justin Herbert,QB,2020,LAC
2,Austin Ekeler,RB,2020,LAC
3,Keenan Allen,WR,2020,LAC
4,Jalen Guyton,WR,2020,LAC
5,Mike Williams,WR,2020,LAC
6,Hunter Henry,TE,2020,LAC
1,Jared Goff,QB,2020,LAR
2,Darrell Henderson,RB,2020,LAR
3,Cooper Kupp,WR,2020,LAR
4,Josh Reynolds,WR,2020,LAR
5,Robert Woods,WR,2020,LAR
6,Tyler Higbee,TE,2020,LAR
1,Tua Tagovailoa,QB,2020,MIA
2,Myles Gaskin,RB,2020,MIA
3,DeVante Parker,WR,2020,MIA
4,Preston Williams,WR,2020,MIA
5,Mike Gesicki,TE,2020,MIA
6,Durham Smythe,TE,2020,MIA
1,Kirk Cousins,QB,2020,MIN
2,Dalvin Cook,RB,2020,MIN
3,CJ Ham,FB,2020,MIN
4,Justin Jefferson,WR,2020,MIN
5,Adam Thielen,WR,2020,MIN
6,Kyle Rudolph,TE,2020,MIN
1,Cam Newton,QB,2020,NWE
2,Damien Harris,RB,2020,NWE
3,Jakob Johnson,FB,2020,NWE
4,Damiere Byrd,WR,2020,NWE
5,NKeal Harry,WR,2020,NWE
6,Ryan Izzo,TE,2020,NWE
1,Drew Brees,QB,2020,NOR
2,Alvin Kamara,RB,2020,NOR
3,Latavius Murray,RB,2020,NOR
4,Emmanuel Sanders,WR,2020,NOR
5,TreQuan Smith,WR,2020,NOR
6,Jared Cook,TE,2020,NOR
1,Daniel Jones,QB,2020,NYG
2,Wayne Gallman,RB,2020,NYG
3,Sterling Shepard,WR,2020,NYG
4,Darius Slayton,WR,2020,NYG
5,Evan Engram,TE,2020,NYG
6,Kaden Smith,TE,2020,NYG
1,Sam Darnold,QB,2020,NYJ
2,Frank Gore,RB,2020,NYJ
3,Jamison Crowder,WR,2020,NYJ
4,Denzel Mims,WR,2020,NYJ
5,Breshad Perriman,WR,2020,NYJ
6,Chris Herndon,TE,2020,NYJ
1,Carson Wentz,QB,2020,PHI
2,Miles Sanders,RB,2020,PHI
3,Travis Fulgham,WR,2020,PHI
4,Jalen Reagor,WR,2020,PHI
5,Zach Ertz,TE,2020,PHI
6,Dallas Goedert,TE,2020,PHI
1,Ben Roethlisberger,QB,2020,PIT
2,James Conner,RB,2020,PIT
3,Diontae Johnson,WR,2020,PIT
4,JuJu SmithSchuster,WR,2020,PIT
5,James Washington,WR,2020,PIT
6,Vance McDonald,TE,2020,PIT
1,Nick Mullens,QB,2020,SFO
2,Raheem Mostert,RB,2020,SFO
3,Kyle Juszczyk,FB,2020,SFO
4,Brandon Aiyuk,WR,2020,SFO
5,Richie James,WR,2020,SFO
6,George Kittle,TE,2020,SFO
1,Russell Wilson,QB,2020,SEA
2,Chris Carson,RB,2020,SEA
3,Tyler Lockett,WR,2020,SEA
4,DK Metcalf,WR,2020,SEA
5,David Moore,WR,2020,SEA
6,Greg Olsen,TE,2020,SEA
1,Tom Brady,QB,2020,TAM
2,Ronald Jones II,RB,2020,TAM
3,Mike Evans,WR,2020,TAM
4,Chris Godwin,WR,2020,TAM
5,Scott Miller,WR,2020,TAM
6,Rob Gronkowski,TE,2020,TAM
1,Ryan Tannehill,QB,2020,TEN
2,Derrick Henry ,RB,2020,TEN
3,Khari Blasingame,FB,2020,TEN
4,AJ Brown,WR,2020,TEN
5,Corey Davis,WR,2020,TEN
6,Jonnu Smith,TE,2020,TEN
1,Alex Smith,QB,2020,WAS
2,Antonio Gibson,RB,2020,WAS
3,Terry McLaurin,WR,2020,WAS
4,Cam Sims,WR,2020,WAS
5,Jeremy Sprinkle,TE,2020,WAS
6,Logan Thomas,TE,2020,WAS
1,Kyler Murray,QB,2021,ARI
2,Chase Edmonds,RB,2021,ARI
3,AJ Green,WR,2021,ARI
4,DeAndre Hopkins,WR,2021,ARI
5,Christian Kirk,WR,2021,ARI
6,Zach Ertz,TE,2021,ARI
1,Matt Ryan,QB,2021,ATL
2,Cordarrelle Patterson,RB,2021,ATL
3,Keith Smith,FB,2021,ATL
4,Russell Gage,WR,2021,ATL
5,Olamide Zaccheaus,WR,2021,ATL
6,Kyle Pitts,TE,2021,ATL
1,Lamar Jackson,QB,2021,BAL
2,Devonta Freeman,RB,2021,BAL
3,Patrick Ricard,FB,2021,BAL
4,Marquise Brown,WR,2021,BAL
5,Sammy Watkins,WR,2021,BAL
6,Mark Andrews,TE,2021,BAL
1,Josh Allen,QB,2021,BUF
2,Devin Singletary,RB,2021,BUF
3,Cole Beasley,WR,2021,BUF
4,Stefon Diggs,WR,2021,BUF
5,Emmanuel Sanders,WR,2021,BUF
6,Dawson Knox,TE,2021,BUF
1,Sam Darnold,QB,2021,CAR
2,Chuba Hubbard,RB,2021,CAR
3,Chosen Anderson,WR,2021,CAR
4,DJ Moore,WR,2021,CAR
5,Ian Thomas,TE,2021,CAR
6,Tommy Tremble,TE,2021,CAR
1,Justin Fields,QB,2021,CHI
2,David Montgomery,RB,2021,CHI
3,Darnell Mooney,WR,2021,CHI
4,Allen Robinson,WR,2021,CHI
5,Jesse James,TE,2021,CHI
6,Cole Kmet,TE,2021,CHI
1,Joe Burrow,QB,2021,CIN
2,Joe Mixon,RB,2021,CIN
3,JaMarr Chase,WR,2021,CIN
4,Tee Higgins,WR,2021,CIN
5,Drew Sample,TE,2021,CIN
6,CJ Uzomah,TE,2021,CIN
1,Baker Mayfield,QB,2021,CLE
2,Nick Chubb,RB,2021,CLE
3,Jarvis Landry,WR,2021,CLE
4,Donovan PeoplesJones,WR,2021,CLE
5,Austin Hooper,TE,2021,CLE
6,David Njoku,TE,2021,CLE
1,Dak Prescott,QB,2021,DAL
2,Ezekiel Elliott,RB,2021,DAL
3,Amari Cooper,WR,2021,DAL
4,CeeDee Lamb,WR,2021,DAL
5,Blake Jarwin,TE,2021,DAL
6,Dalton Schultz,TE,2021,DAL
1,Teddy Bridgewater,QB,2021,DEN
2,Melvin Gordon,RB,2021,DEN
3,Tim Patrick,WR,2021,DEN
4,Courtland Sutton,WR,2021,DEN
5,Noah Fant,TE,2021,DEN
6,Albert Okwuegbunam,TE,2021,DEN
1,Jared Goff,QB,2021,DET
2,Jamaal Williams,RB,2021,DET
3,Kalif Raymond,WR,2021,DET
4,AmonRa St Brown,WR,2021,DET
5,Darren Fells,TE,2021,DET
6,TJ Hockenson,TE,2021,DET
1,Aaron Rodgers,QB,2021,GNB
2,Aaron Jones,RB,2021,GNB
3,Davante Adams,WR,2021,GNB
4,Allen Lazard,WR,2021,GNB
5,Marquez ValdesScantling,WR,2021,GNB
6,Marcedes Lewis,TE,2021,GNB
1,Carson Wentz,QB,2021,IND
2,Jonathan Taylor,RB,2021,IND
3,TY Hilton,WR,2021,IND
4,Zach Pascal,WR,2021,IND
5,Michael Pittman ,WR,2021,IND
6,Jack Doyle,TE,2021,IND
1,Trevor Lawrence,QB,2021,JAX
2,James Robinson,RB,2021,JAX
3,Marvin Jones,WR,2021,JAX
4,Laviska Shenault ,WR,2021,JAX
5,Chris Manhertz,TE,2021,JAX
6,James OShaughnessy,TE,2021,JAX
1,Patrick Mahomes,QB,2021,KAN
2,Clyde EdwardsHelaire,RB,2021,KAN
3,Mecole Hardman,WR,2021,KAN
4,Tyreek Hill,WR,2021,KAN
5,Demarcus Robinson,WR,2021,KAN
6,Travis Kelce,TE,2021,KAN
1,Derek Carr,QB,2021,LVR
2,Josh Jacobs,RB,2021,LVR
3,Bryan Edwards,WR,2021,LVR
4,Zay Jones,WR,2021,LVR
5,Hunter Renfrow,WR,2021,LVR
6,Darren Waller,TE,2021,LVR
1,Justin Herbert,QB,2021,LAC
2,Austin Ekeler,RB,2021,LAC
3,Keenan Allen,WR,2021,LAC
4,Josh Palmer,WR,2021,LAC
5,Mike Williams,WR,2021,LAC
6,Jared Cook,TE,2021,LAC
1,Matthew Stafford,QB,2021,LAR
2,Darrell Henderson,RB,2021,LAR
3,Van Jefferson,WR,2021,LAR
4,Cooper Kupp,WR,2021,LAR
5,Robert Woods,WR,2021,LAR
6,Tyler Higbee,TE,2021,LAR
1,Tua Tagovailoa,QB,2021,MIA
2,Myles Gaskin,RB,2021,MIA
3,DeVante Parker,WR,2021,MIA
4,Jaylen Waddle,WR,2021,MIA
5,Mike Gesicki,TE,2021,MIA
6,Durham Smythe,TE,2021,MIA
1,Kirk Cousins,QB,2021,MIN
2,Dalvin Cook,RB,2021,MIN
3,CJ Ham,FB,2021,MIN
4,Justin Jefferson,WR,2021,MIN
5,Adam Thielen,WR,2021,MIN
6,Tyler Conklin,TE,2021,MIN
1,Mac Jones,QB,2021,NWE
2,Damien Harris,RB,2021,NWE
3,Jakob Johnson,FB,2021,NWE
4,Nelson Agholor,WR,2021,NWE
5,Jakobi Meyers,WR,2021,NWE
6,Jonnu Smith,TE,2021,NWE
1,Jameis Winston,QB,2021,NOR
2,Alvin Kamara,RB,2021,NOR
3,Marquez Callaway,WR,2021,NOR
4,TreQuan Smith,WR,2021,NOR
5,Garrett Griffin,TE,2021,NOR
6,Adam Trautman,TE,2021,NOR
1,Daniel Jones,QB,2021,NYG
2,Saquon Barkley,RB,2021,NYG
3,Kenny Golladay,WR,2021,NYG
4,Sterling Shepard,WR,2021,NYG
5,Evan Engram,TE,2021,NYG
6,Kyle Rudolph,TE,2021,NYG
1,Zach Wilson,QB,2021,NYJ
2,Michael Carter,RB,2021,NYJ
3,Keelan Cole,WR,2021,NYJ
4,Corey Davis,WR,2021,NYJ
5,Ryan Griffin,TE,2021,NYJ
6,Trevon Wesco,TE,2021,NYJ
1,Jalen Hurts,QB,2021,PHI
2,Miles Sanders,RB,2021,PHI
3,Jalen Reagor,WR,2021,PHI
4,DeVonta Smith,WR,2021,PHI
5,Quez Watkins,WR,2021,PHI
6,Dallas Goedert,TE,2021,PHI
1,Ben Roethlisberger,QB,2021,PIT
2,Najee Harris,RB,2021,PIT
3,Chase Claypool,WR,2021,PIT
4,Diontae Johnson,WR,2021,PIT
5,Pat Freiermuth,TE,2021,PIT
6,Zach Gentry,TE,2021,PIT
1,Jimmy Garoppolo,QB,2021,SFO
2,Elijah Mitchell,RB,2021,SFO
3,Kyle Juszczyk,FB,2021,SFO
4,Brandon Aiyuk,WR,2021,SFO
5,Deebo Samuel,WR,2021,SFO
6,George Kittle,TE,2021,SFO
1,Russell Wilson,QB,2021,SEA
2,Rashaad Penny,RB,2021,SEA
3,Tyler Lockett,WR,2021,SEA
4,DK Metcalf,WR,2021,SEA
5,Will Dissly,TE,2021,SEA
6,Gerald Everett,TE,2021,SEA
1,Tom Brady,QB,2021,TAM
2,Leonard Fournette,RB,2021,TAM
3,Mike Evans,WR,2021,TAM
4,Chris Godwin,WR,2021,TAM
5,Rob Gronkowski,TE,2021,TAM
6,OJ Howard,TE,2021,TAM
1,Ryan Tannehill,QB,2021,TEN
2,Derrick Henry,RB,2021,TEN
3,AJ Brown,WR,2021,TEN
4,Julio Jones,WR,2021,TEN
5,Geoff Swaim,TE,2021,TEN
1,Taylor Heinicke,QB,2021,WAS
2,Antonio Gibson,RB,2021,WAS
3,Dyami Brown,WR,2021,WAS
4,Adam Humphries,WR,2021,WAS
5,Terry McLaurin,WR,2021,WAS
6,John Bates,TE,2021,WAS
1,David Carr,QB,2002,HOU
2,Jonathan Wells,RB,2002,HOU
3,Jarrod Baxter,FB,2002,HOU
4,Corey Bradford,WR,2002,HOU
5,Jabar Gaffney,WR,2002,HOU
6,Jabari Holloway,TE,2002,HOU
1,David Carr,QB,2003,HOU
2,Domanick Williams,RB,2003,HOU
3,Moran Norris,FB,2003,HOU
4,Jabar Gaffney,WR,2003,HOU
5,Andre Johnson,WR,2003,HOU
6,Jabari Holloway,TE,2003,HOU
1,David Carr,QB,2004,HOU
2,Domanick Williams,RB,2004,HOU
3,Corey Bradford,WR,2004,HOU
4,Jabar Gaffney,WR,2004,HOU
5,Andre Johnson,WR,2004,HOU
6,Mark Bruener,TE,2004,HOU
1,David Carr,QB,2005,HOU
2,Domanick Williams,RB,2005,HOU
3,Moran Norris,FB,2005,HOU
4,Jabar Gaffney,WR,2005,HOU
5,Andre Johnson,WR,2005,HOU
6,Mark Bruener,TE,2005,HOU
1,David Carr,QB,2006,HOU
2,Wali Lundy,RB,2006,HOU
3,Jameel Cook,FB,2006,HOU
4,Andre Johnson,WR,2006,HOU
5,Eric Moulds,WR,2006,HOU
6,Owen Daniels,TE,2006,HOU
